COD_IBGE,MUNICIPIO,UF,REGIAO_TURISTICA,CLUSTER,QUANTIDADE_EMPREGOS,QUANTIDADE_ESTABELECIMENTOS,EMPREGOS_POR_ESTABELECIMENTO,VISITAS_INTERNACIONAIS_EST,VISITAS_NACIONAIS_EST,TOTAL_VISITAS_ESTIMADAS,ARRECADACAO,PIB_PER_CAPITA_R$,POPULACAO_2019
1710508,Itacajá,TO,Vale dos Grandes Rios,D,0.0,0,,0.0,13588.0,13588.0,0.0,14658.87,7433
1600600,Santana,AP,Região Turística Meio do Mundo,D,6.0,3,2.0,0.0,0.0,0.0,0.0,17515.37,121364
3501905,Amparo,SP,Águas e Flores Paulista,C,120.0,9,13.33,2085.0,19885.0,21970.0,1132273.0,58791.02,72195
2932705,Uruçuca,BA,Costa do Cacau,C,61.0,7,8.71,263.0,36253.0,36516.0,0.0,11510.01,20519
2301604,Assaré,CE,Cariri,D,0.0,0,,77.0,1319.0,1396.0,0.0,8396.48,23417
2310100,Palmácia,CE,Serras de Aratanha e Baturité,D,0.0,0,,0.0,8983.0,8983.0,0.0,7049.06,13322
5208905,Goiás,GO,Região Turística do Ouro e Cristais,B,72.0,14,5.14,1821.0,255311.0,257132.0,390409.0,23410.91,22645
2517001,Umbuzeiro,PB,Vale do Paraíba,D,0.0,0,,0.0,3499.0,3499.0,0.0,7738.11,9907
2605152,Dormentes,PE,ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO,D,0.0,0,,0.0,18003.0,18003.0,0.0,11668.7,18908
2910701,Euclides da Cunha,BA,Caminhos do Sertão,C,42.0,10,4.2,0.0,33848.0,33848.0,0.0,10665.51,60585
2923001,Nova Viçosa,BA,Costa das Baleias,C,51.0,11,4.64,1414.0,118516.0,119930.0,270929.0,11507.69,43376
2304103,Crateús,CE,Sertão dos Inhamuns,C,26.0,8,3.25,350.0,42738.0,43088.0,150085.0,11342.87,75074
2602605,Brejo da Madre de Deus,PE,SERRAS E ARTES DE PERNAMBUCO,D,19.0,2,9.5,217.0,25038.0,25255.0,0.0,7950.44,50742
2604106,Caruaru,PE,SERRAS E ARTES DE PERNAMBUCO,B,397.0,28,14.18,2653.0,693464.0,696117.0,3597999.0,21075.72,361118
2605608,Flores,PE,CANGAÇO E LAMPIÃO,D,0.0,0,,0.0,8345.0,8345.0,0.0,7932.3,22624
2202083,Cajueiro da Praia,PI,Polo Costa do Delta,C,97.0,10,9.7,802.0,3656.0,4458.0,0.0,12114.5,7642
2203107,Cristino Castro,PI,Polo das Nascentes,D,24.0,3,8.0,0.0,4081.0,4081.0,0.0,10657.6,10423
5205109,Catalão,GO,Região Turística da Estrada de Ferro,B,247.0,29,8.52,1820.0,84810.0,86630.0,2169448.0,64326.38,108823
2104107,Fortaleza dos Nogueiras,MA,Polo Chapada das Mesas,D,0.0,0,,81.0,1187.0,1268.0,0.0,12722.57,12631
3106507,Berilo,MG,Lago de Irapé,D,0.0,0,,0.0,0.0,0.0,0.0,8652.17,11932
4305439,Chuí,RS,Costa Doce,C,83.0,6,13.83,4716.0,0.0,4716.0,0.0,56942.3,6704
2205508,José de Freitas,PI,Polo Costa Teresina,D,0.0,0,,0.0,10733.0,10733.0,0.0,9437.4,39208
2211308,Valença do Piauí,PI,Polo Histórico Cultural,D,4.0,1,4.0,0.0,14345.0,14345.0,0.0,12434.45,20918
3166303,Sericita,MG,Montanhas e Fé,D,0.0,0,,0.0,0.0,0.0,0.0,8857.4,7326
2100832,Apicum-Açu,MA,Polo Floresta dos Guarás,D,0.0,0,,64.0,1371.0,1435.0,0.0,6830.98,17239
4105805,Colombo,PR,Rotas do Pinhão,C,97.0,8,12.12,0.0,0.0,0.0,818247.0,22165.61,243726
4110904,Itaguajé,PR,Corredores das Águas,D,0.0,0,,0.0,9881.0,9881.0,0.0,21343.68,4466
4112504,Jardim Alegre,PR,Vale do Ivaí,D,0.0,0,,0.0,0.0,0.0,0.0,23923.39,11328
4113759,Lunardelli,PR,Vale do Ivaí,D,0.0,0,,258.0,0.0,258.0,0.0,18799.05,4794
4114609,Marechal Cândido Rondon,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,25.0,5,5.0,3169.0,3872.0,7041.0,458012.0,44301.02,52944
4116059,Missal,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,1.0,2,0.5,2837.0,17011.0,19848.0,0.0,34102.36,10702
4118501,Pato Branco,PR,Vales do Iguaçu,B,151.0,18,8.39,1926.0,69704.0,71630.0,1473253.0,48310.9,82881
3303302,Niterói,RJ,METROPOLITANA,B,609.0,32,19.03,19548.0,240687.0,260235.0,8506356.0,90643.8,513584
3303500,Nova Iguaçu,RJ,BAIXADA VERDE,C,85.0,8,10.62,1855.0,31810.0,33665.0,2281210.0,21220.42,821128
2402600,Ceará-Mirim,RN,Polo Costa das Dunas,D,9.0,4,2.25,120.0,35618.0,35738.0,0.0,12235.69,73497
1100254,Presidente Médici,RO,POLO TURISTICO RIOS DE RONDON,D,11.0,2,5.5,0.0,6794.0,6794.0,0.0,22529.85,18986
3520905,Ipaussu,SP,Angra Doce Paulista,D,10.0,2,5.0,0.0,0.0,0.0,0.0,22611.54,14971
5213087,Minaçu,GO,Região Turística Vale da Serra da Mesa,C,21.0,7,3.0,120.0,72788.0,72908.0,0.0,31261.39,29070
5221601,Uruaçu,GO,Região Turística Vale da Serra da Mesa,B,68.0,9,7.56,578.0,215680.0,216258.0,375239.0,23172.57,40532
1100700,Campo Novo de Rondônia,RO,POLO TURÍSTICO VALE DO JAMARI,D,0.0,0,,112.0,0.0,112.0,0.0,19423.4,14139
4309308,Guaíba,RS,Costa Doce,C,34.0,6,5.67,1658.0,19039.0,20697.0,0.0,65607.03,98143
3163706,São Lourenço,MG,Águas,B,705.0,45,15.67,2073.0,295415.0,297488.0,4592822.0,24402.52,45851
3167608,Simonésia,MG,Pico da Bandeira,D,1.0,1,1.0,0.0,21129.0,21129.0,0.0,9979.31,19633
4127700,Toledo,PR,Riquezas do Oeste,B,159.0,18,8.83,7817.0,201066.0,208883.0,1959796.0,44016.71,140635
4128104,Umuarama,PR,Corredores das Águas,B,157.0,15,10.47,2060.0,134223.0,136283.0,1547428.0,33320.17,111557
3302452,Macuco,RJ,CAMINHOS DA SERRA,D,4.0,1,4.0,0.0,0.0,0.0,0.0,30308.74,5599
3302601,Mangaratiba,RJ,COSTA VERDE,B,945.0,19,49.74,7901.0,192198.0,200099.0,2109469.0,55538.31,44468
3302908,Miguel Pereira,RJ,VALE DO CAFÉ,C,171.0,13,13.15,661.0,56076.0,56737.0,1044471.0,24067.58,25538
2404101,Galinhos,RN,Polo Costa Branca,D,21.0,4,5.25,387.0,2695.0,3082.0,0.0,34715.27,2786
2804201,Monte Alegre de Sergipe,SE,Polo Velho Chico,D,0.0,0,,91.0,0.0,91.0,0.0,10542.43,15031
2606606,Ibimirim,PE,FÉ E ARTE,D,4.0,2,2.0,0.0,0.0,0.0,0.0,9825.9,29235
2610608,Paudalho,PE,ENGENHOS E MARACATUS,D,9.0,2,4.5,0.0,10151.0,10151.0,0.0,15434.67,56506
2502706,Borborema,PB,Brejo,D,0.0,0,,0.0,756.0,756.0,0.0,11101.2,5263
2407906,Monte das Gameleiras,RN,Polo Agreste/Trairi,D,17.0,1,17.0,0.0,303.0,303.0,0.0,12066.57,2105
2411056,Tibau,RN,Polo Costa Branca,C,7.0,2,3.5,664.0,133494.0,134158.0,0.0,25093.85,4106
2414407,Touros,RN,Polo Costa das Dunas,C,48.0,7,6.86,136.0,31930.0,32066.0,0.0,20431.35,33287
1100015,Alta Floresta DOeste,RO,POLO TURÍSTICO ZONA DA MATA,D,1.0,2,0.5,0.0,0.0,0.0,0.0,21600.73,22945
3537305,Penápolis,SP,Tietê Vivo,C,63.0,11,5.73,1273.0,45065.0,46338.0,211532.0,25467.09,63407
3556305,Valparaíso,SP,Pantanal Paulista,C,23.0,5,4.6,0.0,44106.0,44106.0,0.0,31420.79,26480
3108255,Bonito de Minas,MG,Velho Chico,D,0.0,0,,0.0,4671.0,4671.0,0.0,7204.87,11230
2511509,Pilar,PB,Vale do Paraíba,D,0.0,0,,182.0,14127.0,14309.0,0.0,8621.72,11917
2601409,Barreiros,PE,"HISTÓRICA, DOS ARRECIFES E MANGUEZAIS",D,3.0,2,1.5,0.0,11284.0,11284.0,0.0,10393.73,42659
2201101,Avelino Lopes,PI,Polo das Nascentes,D,0.0,0,,0.0,0.0,0.0,0.0,7447.59,11289
1101468,Pimenteiras do Oeste,RO,POLO TURÍSTICO VALE DO GUAPORÉ,D,1.0,1,1.0,0.0,8639.0,8639.0,0.0,53712.92,2169
1101492,São Francisco do Guaporé,RO,POLO TURÍSTICO REGIÃO DOS FORTES,D,5.0,3,1.67,0.0,11490.0,11490.0,0.0,17430.53,20266
4300703,Anta Gorda,RS,Vale do Taquari,D,2.0,2,1.0,2.0,0.0,2.0,0.0,35488.74,5981
4302204,Boa Vista do Buricá,RS,Rota do Rio Uruguai,D,11.0,3,3.67,0.0,12746.0,12746.0,0.0,36628.33,6712
4303400,Caiçara,RS,Rota Águas e Pedras,D,2.0,1,2.0,0.0,0.0,0.0,0.0,23613.27,4743
3506102,Bebedouro,SP,Águas Sertanejas,C,103.0,11,9.36,850.0,9413.0,10263.0,729890.0,42748.59,77496
4112959,Juranda,PR,"Ecoaventuras, Histórias e Sabores",D,9.0,2,4.5,182.0,0.0,182.0,0.0,42752.82,7340
3534609,Osvaldo Cruz,SP,Águas do Oeste,D,3.0,2,1.5,75.0,31903.0,31978.0,0.0,24730.19,32879
2100204,Alcântara,MA,Polo  São Luís,D,0.0,0,,1079.0,15573.0,16652.0,0.0,5690.89,22097
2111201,São José de Ribamar,MA,Polo  São Luís,C,105.0,6,17.5,129.0,3320.0,3449.0,568524.0,12007.36,177687
3101904,Alpinópolis,MG,Nascentes das Gerais e Canastra,D,10.0,2,5.0,182.0,0.0,182.0,0.0,20469.86,19853
3140159,Mário Campos,MG,Veredas do Paraopeba,D,1.0,1,1.0,0.0,2624.0,2624.0,0.0,11053.24,15416
4304200,Candelária,RS,Vale do Rio Pardo,D,18.0,5,3.6,2192.0,21204.0,23396.0,0.0,27089.73,31365
4313003,Nova Bréscia,RS,Vale do Taquari,D,1.0,1,1.0,91.0,9444.0,9535.0,0.0,36019.65,3330
4313037,Nova Esperança do Sul,RS,Vale do Jaguarí,D,3.0,1,3.0,0.0,0.0,0.0,0.0,24333.61,5352
4315008,Porto Lucena,RS,Rota do Rio Uruguai,D,0.0,0,,0.0,1125.0,1125.0,0.0,22997.4,4678
4315107,Porto Xavier,RS,Rota Missões,D,3.0,3,1.0,731.0,0.0,731.0,0.0,17981.83,10246
4317905,Santo Cristo,RS,Rota do Rio Uruguai,D,18.0,5,3.6,100.0,435.0,535.0,0.0,41951.41,14257
4209409,Laguna,SC,Encantos do Sul SC,B,125.0,17,7.35,10788.0,77073.0,87861.0,673969.0,19468.57,45814
2928109,Santa Maria da Vitória,BA,Caminhos do Oeste,C,34.0,5,6.8,220.0,33995.0,34215.0,0.0,12110.47,39845
5005707,Naviraí,MS,Caminhos da Natureza / Cone Sul,C,62.0,12,5.17,112.0,6612.0,6724.0,312759.0,34783.52,54878
3512803,Cosmópolis,SP,TRILHOS E TRILHAS DA BAIXAMOGIANA,C,13.0,7,1.86,272.0,13098.0,13370.0,0.0,23981.18,72252
3515509,Fernandópolis,SP,MARAVILHAS  DO RIO GRANDE,C,96.0,8,12.0,407.0,39009.0,39416.0,630076.0,31841.68,69116
3520509,Indaiatuba,SP,Circuito das Frutas,B,259.0,18,14.39,9406.0,71525.0,80931.0,1826449.0,66489.24,251627
3522208,Itapecerica da Serra,SP,"Mananciais, Aventura e Arte",C,143.0,6,23.83,503.0,26902.0,27405.0,0.0,22084.42,175693
3522604,Itapira,SP,TRILHOS E TRILHAS DA BAIXAMOGIANA,C,43.0,9,4.78,251.0,18079.0,18330.0,373099.0,51107.82,74773
3530706,Mogi Guaçu,SP,TRILHOS E TRILHAS DA BAIXAMOGIANA,C,75.0,9,8.33,506.0,31161.0,31667.0,684618.0,37802.36,151888
3534401,Osasco,SP,Negócios e Cultura,B,285.0,21,13.57,2263.0,113388.0,115651.0,9463206.0,117298.82,698418
3548807,São Caetano do Sul,SP,ABC Tur - Rota da Natureza e da Indústria,C,54.0,8,6.75,3965.0,1208.0,5173.0,0.0,85062.97,161127
2304285,Eusébio,CE,LITORAL LESTE,C,14.0,1,14.0,134.0,65919.0,66053.0,0.0,59678.97,53618
5218508,Quirinópolis,GO,Região Turística Lagos do Paranaíba,C,44.0,10,4.4,0.0,13323.0,13323.0,317723.0,35361.2,50065
3107109,Boa Esperança,MG,Lago de Furnas,C,39.0,8,4.88,171.0,31757.0,31928.0,233476.0,19257.47,40127
3126109,Formiga,MG,Grutas e Mar de Minas,C,105.0,11,9.55,319.0,2624.0,2943.0,401864.0,26489.74,67683
3135209,Januária,MG,Velho Chico,C,27.0,6,4.5,304.0,45769.0,46073.0,0.0,10446.04,67742
3143906,Muriaé,MG,Serra do Brigadeiro,B,180.0,16,11.25,611.0,55230.0,55841.0,1201710.0,22135.15,108763
5105150,Juína,MT,Região Turística Vale do Juruena,C,48.0,13,3.69,102.0,13722.0,13824.0,283290.0,26594.97,40997
1502707,Conceição do Araguaia,PA,Região Turística do Araguaia,C,22.0,5,4.4,310.0,37250.0,37560.0,0.0,11471.63,47864
4204806,Curitibanos,SC,Vale dos Imigrantes,C,60.0,6,10.0,661.0,19485.0,20146.0,0.0,37601.08,39745
2805307,Pirambu,SE,Polo Costa dos Coqueirais,D,3.0,1,3.0,108.0,15299.0,15407.0,0.0,13502.72,9280
2805604,Porto da Folha,SE,Polo Velho Chico,D,0.0,0,,0.0,30272.0,30272.0,0.0,9952.9,28596
3503901,Arujá,SP,Nascentes do Tietê,C,17.0,5,3.4,851.0,51174.0,52025.0,0.0,72172.65,89824
3508603,Cachoeira Paulista,SP,Fé,B,72.0,15,4.8,1393.0,142270.0,143663.0,442899.0,18545.37,33327
1716505,Pedro Afonso,TO,Vale dos Grandes Rios,C,12.0,5,2.4,0.0,54506.0,54506.0,0.0,35213.35,13578
2801306,Capela,SE,Polo dos Tabuleiros,D,0.0,1,0.0,149.0,5985.0,6134.0,0.0,11393.56,34213
2801603,Cedro de São João,SE,Polo Velho Chico,D,0.0,0,,0.0,794.0,794.0,0.0,10134.06,5897
3540606,Porto Feliz,SP,Roteiro dos Bandeirantes,C,180.0,6,30.0,595.0,42555.0,43150.0,0.0,56431.41,53098
3556701,Vinhedo,SP,Circuito das Frutas,C,107.0,6,17.83,4287.0,31660.0,35947.0,0.0,122747.3,78728
1600154,Pedra Branca do Amaparí,AP,Região Turística Tumucumaque e Cachoeiras,D,3.0,3,1.0,0.0,30367.0,30367.0,0.0,20194.3,16502
1508100,Tucuruí,PA,Região Turística do Lago de Tucuruí,C,32.0,6,5.33,389.0,98786.0,99175.0,269589.0,46791.4,113659
3551702,Sertãozinho,SP,Caminhos da Mogiana,C,82.0,13,6.31,907.0,27138.0,28045.0,947058.0,43146.2,125815
1702158,Araguanã,TO,Vale dos Grandes Rios,D,0.0,0,,64.0,0.0,64.0,0.0,12183.89,5729
1716604,Peixe,TO,Ilha do Bananal,D,3.0,2,1.5,0.0,7186.0,7186.0,0.0,64184.32,11749
2607604,Ilha de Itamaracá,PE,COSTA NÁUTICA COROA DO AVIÃO,C,55.0,6,9.17,355.0,158368.0,158723.0,0.0,9679.82,26258
3510609,Carapicuíba,SP,Negócios e Cultura,C,130.0,6,21.67,765.0,6848.0,7613.0,0.0,15356.09,400927
3519709,Ibiúna,SP,"Mananciais, Aventura e Arte",C,80.0,6,13.33,1249.0,28362.0,29611.0,0.0,23392.98,78878
3530201,Mirante do Paranapanema,SP,PONTAL PAULISTA,D,1.0,1,1.0,0.0,13569.0,13569.0,0.0,20114.52,18259
2101202,Bacabal,MA,Polo Cocais,C,71.0,8,8.88,370.0,67808.0,68178.0,0.0,11978.0,104949
3533403,Nova Odessa,SP,Bem Viver,C,41.0,4,10.25,575.0,41116.0,41691.0,0.0,64438.94,60174
2932804,Utinga,BA,Chapada Diamantina,D,4.0,1,4.0,0.0,6699.0,6699.0,0.0,8806.37,19178
4103602,Cambará,PR,Norte Pioneiro,C,9.0,2,4.5,0.0,51815.0,51815.0,0.0,30069.64,25360
5220405,São Simão,GO,Região Turística Lagos do Paranaíba,C,64.0,7,9.14,505.0,13228.0,13733.0,147877.0,56444.89,20645
3508702,Caconde,SP,"Entre Rios, Serras  e Cafés.",C,12.0,3,4.0,0.0,60976.0,60976.0,0.0,21186.59,18985
3544251,Rosana,SP,PONTAL PAULISTA,C,24.0,4,6.0,122.0,38820.0,38942.0,0.0,90579.56,16643
5206206,Cristalina,GO,Região Turística do Ouro e Cristais,C,101.0,18,5.61,615.0,27095.0,27710.0,594168.0,42617.52,58997
5208004,Formosa,GO,Região Turística das Águas e Cavernas do Cerrado,B,90.0,18,5.0,911.0,93391.0,94302.0,777452.0,20106.42,121617
5213103,Mineiros,GO,Região Turística Pegadas no Cerrado,C,124.0,15,8.27,885.0,53838.0,54723.0,1009218.0,41035.09,66801
2100907,Araioses,MA,Polo Delta das Américas,D,0.0,0,,64.0,6010.0,6074.0,0.0,5818.86,46440
2101608,Barra do Corda,MA,Polo Serras Guajajara Timbira e Kanela,C,43.0,6,7.17,37.0,67529.0,67566.0,0.0,8072.67,88212
2101707,Barreirinhas,MA,Polo Lençóis Maranhenses,B,151.0,27,5.59,15456.0,99015.0,114471.0,940417.0,7714.75,62528
5102678,Campo Verde,MT,Região Turística Vale do São Lourenço,C,81.0,11,7.36,207.0,40546.0,40753.0,505277.0,53750.52,44041
5104104,Guarantã do Norte,MT,Região Turística Portal da Amazônia,C,28.0,10,2.8,0.0,45238.0,45238.0,199746.0,24546.46,35816
5107925,Sorriso,MT,Região Turística Portal do Agronegócio,B,194.0,19,10.21,1131.0,79398.0,80529.0,1563181.0,69023.0,90313
2504603,Conde,PB,Trilhas dos Tabajaras,B,193.0,21,9.19,783.0,20694.0,21477.0,1632929.0,32757.17,24670
2512101,Pombal,PB,Vale dos Sertões,C,5.0,1,5.0,0.0,53857.0,53857.0,0.0,12688.31,32801
2612505,Santa Cruz do Capibaribe,PE,MODA E ECOTURISMO,C,21.0,7,3.0,116.0,148988.0,149104.0,176479.0,14680.05,107937
3301306,Casimiro de Abreu,RJ,COSTA DO SOL,C,18.0,8,2.25,2932.0,28116.0,31048.0,0.0,46662.46,44184
3301876,Iguaba Grande,RJ,COSTA DO SOL,C,7.0,2,3.5,262.0,55183.0,55445.0,0.0,18939.5,28310
4307005,Erechim,RS,Termas e Lagos,B,128.0,21,6.1,2472.0,87999.0,90471.0,1639074.0,50095.39,105862
4307906,Farroupilha,RS,Uva e Vinho,C,76.0,5,15.2,862.0,29724.0,30586.0,899559.0,49247.12,72331
3511102,Catanduva,SP,Caminhos do São Domingos,C,83.0,7,11.86,1732.0,74069.0,75801.0,1262465.0,35610.18,121862
3513009,Cotia,SP,"Mananciais, Aventura e Arte",C,58.0,6,9.67,2662.0,19875.0,22537.0,1442796.0,53632.41,249210
1200054,Assis Brasil,AC,Caminhos do Pacífico,D,1.0,1,1.0,0.0,27381.0,27381.0,0.0,12546.06,7417
1200104,Brasiléia,AC,Caminhos do Pacífico,D,22.0,4,5.5,81.0,31090.0,31171.0,0.0,17307.35,26278
1200252,Epitaciolândia,AC,Caminhos do Pacífico,D,31.0,6,5.17,0.0,4785.0,4785.0,0.0,22984.25,18411
1200302,Feijó,AC,Caminhos das Aldeias e da Biodiversidade,D,10.0,2,5.0,170.0,11536.0,11706.0,0.0,10263.53,34780
1200385,Plácido de Castro,AC,Caminhos da Revolução,D,2.0,1,2.0,0.0,0.0,0.0,0.0,13407.1,19761
1200609,Tarauacá,AC,Caminhos das Aldeias e da Biodiversidade,C,30.0,8,3.75,0.0,19114.0,19114.0,0.0,11362.96,42567
2700607,Barra de São Miguel,AL,Lagoas e Mares do Sul,C,89.0,11,8.09,207.0,8936.0,9143.0,2546565.0,25843.9,8322
2702306,Coruripe,AL,Lagoas e Mares do Sul,C,45.0,8,5.62,311.0,40254.0,40565.0,0.0,24676.96,56933
2702405,Delmiro Gouveia,AL,Caminhos do São Francisco,C,26.0,11,2.36,0.0,35777.0,35777.0,59462.0,11038.64,52016
2703601,Japaratinga,AL,Costa dos Corais,B,260.0,21,12.38,730.0,42919.0,43649.0,1403838.0,20658.0,8361
2704302,Maceió,AL,Grande Maceió,A,3081.0,124,24.85,78259.0,1448550.0,1526809.0,47781969.0,22976.51,1018948
2706307,Palmeira dos Índios,AL,Agreste,C,24.0,5,4.8,182.0,68851.0,69033.0,0.0,12934.16,73218
1300607,Benjamin Constant,AM,Polo Alto Solimões,D,0.0,0,,0.0,946.0,946.0,0.0,8162.05,42984
1302504,Manacapuru,AM,Polo Amazônico,C,33.0,6,5.5,316.0,111358.0,111674.0,93388.0,14902.39,97377
1303403,Parintins,AM,Polo Satere,C,37.0,4,9.25,578.0,91100.0,91678.0,78591.0,10300.48,114273
1303569,Rio Preto da Eva,AM,Polo Amazônico,C,67.0,5,13.4,0.0,57707.0,57707.0,0.0,12417.89,33347
1600238,Ferreira Gomes,AP,Região Turística Tumucumaque e Cachoeiras,C,22.0,7,3.14,0.0,12024.0,12024.0,0.0,63545.77,7780
1600279,Laranjal do Jari,AP,Região Turística Vale do Jari,C,32.0,7,4.57,0.0,0.0,0.0,0.0,19249.72,50410
1600501,Oiapoque,AP,Região Turística Cabo Orange,C,32.0,9,3.56,911.0,10251.0,11162.0,0.0,16891.97,27270
2900702,Alagoinhas,BA,Caminhos do Sertão,B,129.0,14,9.21,467.0,91504.0,91971.0,1295849.0,28109.5,151596
2913606,Ilhéus,BA,Costa do Cacau,A,1073.0,55,19.51,9781.0,469795.0,479576.0,9180149.0,28755.9,162327
2913903,Ipiaú,BA,Costa do Cacau,C,42.0,7,6.0,275.0,44064.0,44339.0,214342.0,10406.43,45873
2914901,Itacaré,BA,Costa do Cacau,B,515.0,57,9.04,17476.0,129768.0,147244.0,4439834.0,11711.45,28296
2916104,Itaparica,BA,Baía de Todos os Santos,B,19.0,5,3.8,8740.0,245038.0,253778.0,0.0,11036.75,22228
2917508,Jacobina,BA,Chapada Diamantina,C,85.0,14,6.07,849.0,54477.0,55326.0,793292.0,16196.03,80518
2928604,Santo Amaro,BA,Baía de Todos os Santos,C,22.0,5,4.4,222.0,40012.0,40234.0,0.0,14024.36,60069
2929750,Saubara,BA,Baía de Todos os Santos,C,3.0,1,3.0,0.0,132714.0,132714.0,0.0,11243.84,12043
2930105,Senhor do Bonfim,BA,Chapada Diamantina,C,73.0,11,6.64,271.0,53905.0,54176.0,269831.0,11399.16,79015
2931350,Teixeira de Freitas,BA,Costa das Baleias,B,187.0,23,8.13,2948.0,67376.0,70324.0,1449083.0,16541.88,160487
2933208,Vera Cruz,BA,Baía de Todos os Santos,B,362.0,13,27.85,456.0,139602.0,140058.0,126844.0,12196.73,43223
2302107,Baturité,CE,Serras de Aratanha e Baturité,C,17.0,4,4.25,341.0,40133.0,40474.0,0.0,10928.65,35750
2302206,Beberibe,CE,LITORAL LESTE,B,256.0,20,12.8,3072.0,242566.0,245638.0,2991229.0,16294.11,53573
2305100,Guaramiranga,CE,Serras de Aratanha e Baturité,C,50.0,10,5.0,676.0,58611.0,59287.0,736470.0,14492.44,5193
2305001,Guaraciaba do Norte,CE,Chapada da Ibiapaba,D,21.0,1,21.0,64.0,13536.0,13600.0,0.0,13750.88,40642
2305357,Icapuí,CE,LITORAL LESTE,C,39.0,7,5.57,2059.0,27054.0,29113.0,0.0,17992.33,19934
2312403,São Gonçalo do Amarante,CE,Litoral Oeste,C,54.0,12,4.5,3928.0,82339.0,86267.0,332177.0,77639.32,48422
2313302,Tauá,CE,Sertão dos Inhamuns,C,15.0,2,7.5,0.0,53651.0,53651.0,0.0,11245.42,58859
3201506,Colatina,ES,Doce Pontões Capixaba,B,114.0,15,7.6,987.0,62130.0,63117.0,1493866.0,29750.9,122499
3202207,Fundão,ES,Metropolitana,C,53.0,9,5.89,0.0,1220.0,1220.0,0.0,18271.86,21509
3203205,Linhares,ES,Verde e das Águas,B,163.0,16,10.19,1164.0,83999.0,85163.0,1600681.0,36577.1,173555
3205200,Vila Velha,ES,Metropolitana,B,184.0,24,7.67,6340.0,130166.0,136506.0,2863164.0,26040.2,493838
5208707,Goiânia,GO,Região Turística dos Negócios e Tradições,A,1950.0,148,13.18,55810.0,3090431.0,3146241.0,25457864.0,34901.35,1516113
3131703,Itabira,MG,Ouro,C,98.0,18,5.44,413.0,32381.0,32794.0,1104995.0,60417.39,120060
3137809,Lambari,MG,Águas,C,105.0,8,13.12,0.0,35529.0,35529.0,0.0,16722.36,20814
3138609,Lima Duarte,MG,Serras de Ibitipoca,C,75.0,14,5.36,372.0,14231.0,14603.0,385393.0,19069.43,16698
4104204,Campo Largo,PR,Rotas do Pinhão,C,64.0,5,12.8,1774.0,51208.0,52982.0,0.0,35770.78,132002
4105508,Cianorte,PR,Corredores das Águas,C,86.0,10,8.6,827.0,94220.0,95047.0,969943.0,34325.18,82620
2307601,Limoeiro do Norte,CE,Vale do Jaguaribe,D,8.0,1,8.0,384.0,19482.0,19866.0,0.0,17569.97,59540
3201902,Domingos Martins,ES,Montanhas Capixabas,B,338.0,24,14.08,281.0,68425.0,68706.0,3584078.0,22419.95,33850
4110706,Irati,PR,Terra dos Pinheirais,C,60.0,9,6.67,1778.0,34562.0,36340.0,404095.0,31288.77,60727
3547809,Santo André,SP,ABC Tur - Rota da Natureza e da Indústria,B,299.0,18,16.61,9234.0,21416.0,30650.0,21920400.0,42209.54,718773
4314100,Passo Fundo,RS,Cultura e Tradição,B,392.0,23,17.04,15940.0,349768.0,365708.0,6340243.0,48355.12,203275
4202404,Blumenau,SC,Vale Europeu,B,434.0,34,12.76,17130.0,491498.0,508628.0,6133712.0,48416.09,357199
5217302,Pirenópolis,GO,Região Turística do Ouro e Cristais,B,527.0,51,10.33,4412.0,222846.0,227258.0,4816501.0,20791.99,24908
4315602,Rio Grande,RS,Costa Doce,B,338.0,33,10.24,33288.0,696471.0,729759.0,3598486.0,50649.06,211005
2102804,Carolina,MA,Polo Chapada das Mesas,C,34.0,8,4.25,448.0,30905.0,31353.0,1033867.0,14525.44,24322
2103703,Cururupu,MA,Polo Floresta dos Guarás,D,3.0,2,1.5,0.0,17824.0,17824.0,0.0,7054.86,32695
2112001,Tasso Fragoso,MA,Polo Chapada das Mesas,D,0.0,0,,0.0,0.0,0.0,0.0,141680.46,8521
3513504,Cubatão,SP,Costa da Mata Atlântica,C,34.0,9,3.78,599.0,86750.0,87349.0,373391.0,115116.84,130705
3528502,Mairiporã,SP,entre serras e aguas,B,261.0,15,17.4,763.0,33823.0,34586.0,2715057.0,18456.83,100179
3531209,Monte Alegre do Sul,SP,Águas e Flores Paulista,C,40.0,10,4.0,111.0,28059.0,28170.0,452055.0,23939.32,8038
3548708,São Bernardo do Campo,SP,ABC Tur - Rota da Natureza e da Indústria,B,591.0,40,14.78,5657.0,96325.0,101982.0,6079433.0,60871.06,838936
2900108,Abaíra,BA,Chapada Diamantina,D,5.0,2,2.5,0.0,0.0,0.0,0.0,7168.52,8739
2921906,Mucugê,BA,Chapada Diamantina,C,28.0,8,3.5,737.0,0.0,737.0,126976.0,48367.51,9062
2928406,Santa Rita de Cássia,BA,Caminhos do Oeste,D,0.0,0,,0.0,23034.0,23034.0,0.0,8513.11,28338
3551603,Serra Negra,SP,Águas e Flores Paulista,B,739.0,45,16.42,978.0,167317.0,168295.0,9423924.0,25415.51,29229
