COD_IBGE,MUNICIPIO,UF,REGIAO_TURISTICA,CLUSTER,QUANTIDADE_EMPREGOS,QUANTIDADE_ESTABELECIMENTOS,EMPREGOS_POR_ESTABELECIMENTO,VISITAS_INTERNACIONAIS_EST,VISITAS_NACIONAIS_EST,TOTAL_VISITAS_ESTIMADAS,ARRECADACAO,PIB_PER_CAPITA_R$,POPULACAO_2019
2105203,Igarapé Grande,MA,Polo Cocais,D,0.0,0,,258.0,5598.0,5856.0,0.0,8254.54,11320
2302057,Barroquinha,CE,Litoral Extremo Oeste,D,0.0,0,,121.0,16903.0,17024.0,0.0,7352.07,15017
2309706,Pacatuba,CE,Serras de Aratanha e Baturité,D,2.0,2,1.0,136.0,12693.0,12829.0,0.0,12280.69,83432
2310852,Pindoretama,CE,LITORAL LESTE,D,0.0,0,,81.0,19885.0,19966.0,0.0,11968.67,20567
2410702,Riacho da Cruz,RN,Polo Serrano,D,0.0,0,,0.0,5457.0,5457.0,0.0,9643.76,3579
2501906,Belém,PB,Brejo,D,0.0,0,,0.0,6609.0,6609.0,0.0,10752.78,17676
2602100,Bom Conselho,PE,FÉ E ARTE,D,7.0,2,3.5,0.0,4293.0,4293.0,0.0,11448.94,48554
3101508,Além Paraíba,MG,Serras e Cachoeiras,D,17.0,4,4.25,319.0,17687.0,18006.0,0.0,23324.44,35362
3300506,Bom Jardim,RJ,CAMINHOS DA SERRA,D,25.0,4,6.25,0.0,0.0,0.0,0.0,25406.04,27446
3301504,Cordeiro,RJ,CAMINHOS DA SERRA,D,6.0,2,3.0,140.0,15802.0,15942.0,0.0,18159.7,21926
3303005,Miracema,RJ,ÁGUAS DO NOROESTE,D,6.0,1,6.0,221.0,28622.0,28843.0,0.0,20973.65,27174
3500303,Aguaí,SP,"Entre Rios, Serras  e Cafés.",D,12.0,4,3.0,0.0,13569.0,13569.0,0.0,28249.47,36305
4100509,Altônia,PR,Corredores das Águas,D,7.0,2,3.5,111.0,0.0,111.0,0.0,16874.84,22056
4103305,Borrazópolis,PR,Vale do Ivaí,D,6.0,1,6.0,0.0,0.0,0.0,0.0,30031.47,6592
4109302,Guaraniaçu,PR,Lagos e Colinas,D,2.0,1,2.0,258.0,16084.0,16342.0,0.0,29598.66,12472
4127965,Turvo,PR,"Entre Matas, Morros e Rios",D,0.0,1,0.0,0.0,9881.0,9881.0,0.0,32652.63,13215
4208104,Itaiópolis,SC,Caminhos do Contestado,D,8.0,1,8.0,0.0,21729.0,21729.0,0.0,35669.31,21669
4216255,São João do Oeste,SC,VALE DAS ÁGUAS,D,2.0,1,2.0,880.0,8236.0,9116.0,0.0,42910.29,6381
4217105,São Martinho,SC,Encantos do Sul SC,D,4.0,2,2.0,410.0,0.0,410.0,0.0,25522.0,3180
4316006,Rolante,RS,Vale do Paranhana,D,1.0,1,1.0,0.0,2236.0,2236.0,0.0,30611.38,21349
4319158,São Miguel das Missões,RS,Rota Missões,D,32.0,2,16.0,898.0,1125.0,2023.0,0.0,67916.79,7673
5107180,Ribeirão Cascalheira,MT,Região Turística Portal do Araguaia,D,8.0,4,2.0,116.0,2591.0,2707.0,0.0,34828.72,10206
5219803,São Domingos,GO,Região Turística das Águas e Cavernas do Cerrado,D,0.0,0,,0.0,10442.0,10442.0,0.0,13441.48,12949
5220603,Silvânia,GO,Região Turística da Estrada de Ferro,D,7.0,3,2.33,0.0,12425.0,12425.0,0.0,36465.75,20695
2707503,Porto Real do Colégio,AL,Caminhos do São Francisco,D,0.0,0,,0.0,3499.0,3499.0,0.0,10088.72,20066
2800704,Brejo Grande,SE,Polo Costa dos Coqueirais,D,2.0,1,2.0,0.0,0.0,0.0,0.0,10750.46,8309
3554953,Tuiuti,SP,entre serras e aguas,D,4.0,1,4.0,0.0,0.0,0.0,0.0,20674.24,6894
4112702,Jataizinho,PR,Norte do Paraná,D,6.0,1,6.0,453.0,35468.0,35921.0,0.0,17956.9,12588
4120903,Quedas do Iguaçu,PR,Lagos e Colinas,D,16.0,4,4.0,930.0,17923.0,18853.0,0.0,38015.77,34103
4122156,Rio Bonito do Iguaçu,PR,Lagos e Colinas,D,0.0,0,,0.0,14888.0,14888.0,0.0,23282.77,13269
4201703,Ascurra,SC,Vale Europeu,D,1.0,1,1.0,0.0,0.0,0.0,0.0,26534.35,7934
4201950,Balneário Arroio do Silva,SC,Caminho dos Canyons,D,9.0,2,4.5,126.0,16278.0,16404.0,0.0,13746.43,13071
4208500,Ituporanga,SC,Caminhos do Alto Vale,D,2.0,3,0.67,507.0,1125.0,1632.0,0.0,38557.64,25086
4300851,Arambaré,RS,Costa Doce,D,4.0,4,1.0,0.0,16472.0,16472.0,0.0,38429.83,3581
4304671,Capivari do Sul,RS,Litoral Norte Gaúcho,D,0.0,0,,0.0,0.0,0.0,0.0,45504.38,4660
4305009,Catuípe,RS,Rota do Yucumã,D,0.0,0,,170.0,0.0,170.0,0.0,43594.08,8774
4305306,Chapada,RS,Cultura e Tradição,D,1.0,1,1.0,0.0,0.0,0.0,0.0,49903.9,9269
4305871,Coronel Barros,RS,Rota do Yucumã,D,0.0,0,,84.0,0.0,84.0,0.0,49742.89,2519
4306932,Entre-Ijuís,RS,Rota Missões,D,10.0,1,10.0,0.0,0.0,0.0,0.0,49641.16,8475
4310462,Ipiranga do Sul,RS,Termas e Lagos,D,0.0,0,,0.0,8042.0,8042.0,0.0,56555.73,1889
4311643,Linha Nova,RS,Vale da Felicidade,D,0.0,0,,0.0,0.0,0.0,0.0,32043.58,1714
4311759,Manoel Viana,RS,Fronteira,D,10.0,2,5.0,0.0,0.0,0.0,0.0,36739.57,7299
4312757,Nova Alvorada,RS,Uva e Vinho,D,1.0,1,1.0,0.0,0.0,0.0,0.0,47318.56,3625
4313953,Pantano Grande,RS,Vale do Rio Pardo,D,6.0,1,6.0,2580.0,2236.0,4816.0,0.0,42654.89,9174
4317251,Santa Tereza,RS,Uva e Vinho,D,0.0,0,,252.0,0.0,252.0,0.0,24005.63,1729
4320651,Silveira Martins,RS,Central,D,2.0,1,2.0,0.0,8236.0,8236.0,0.0,24759.6,2384
1716307,Pau DArco,TO,Vale dos Grandes Rios,E,0.0,0,,0.0,0.0,0.0,0.0,14509.94,4849
2513406,Santa Luzia,PB,Vale dos Sertões,D,14.0,2,7.0,0.0,1215.0,1215.0,0.0,14631.82,15382
2513901,São Bento,PB,Vale dos Sertões,D,8.0,4,2.0,0.0,0.0,0.0,0.0,13985.53,34031
2600054,Abreu e Lima,PE,COSTA NÁUTICA COROA DO AVIÃO,D,13.0,1,13.0,0.0,3756.0,3756.0,0.0,17756.99,99990
2613602,São José do Egito,PE,TERRITÓRIO DA POESIA E DA CANTORIA,D,3.0,1,3.0,315.0,14035.0,14350.0,0.0,12071.71,33951
2801702,Cristinápolis,SE,Polo Sertão das Águas,D,0.0,1,0.0,0.0,0.0,0.0,0.0,11747.71,17874
2918209,Jiquiriçá,BA,Caminhos do Jiquiriçá,D,5.0,1,5.0,35.0,20065.0,20100.0,0.0,8085.46,14537
2922854,Nova Redenção,BA,Chapada Diamantina,D,0.0,0,,0.0,1953.0,1953.0,0.0,7005.73,9118
2923357,Ourolândia,BA,Chapada Diamantina,D,0.0,0,,0.0,0.0,0.0,0.0,10741.51,17451
3300159,Aperibé,RJ,ÁGUAS DO NOROESTE,D,19.0,2,9.5,0.0,7494.0,7494.0,0.0,16603.31,11759
3509957,Canas,SP,Fé,D,0.0,0,,170.0,0.0,170.0,0.0,20955.63,5138
3536208,Pariquera-Açu,SP,Lagamar,D,7.0,3,2.33,207.0,2655.0,2862.0,0.0,26979.75,19648
3539806,Poá,SP,Nascentes do Tietê,D,3.0,1,3.0,311.0,0.0,311.0,0.0,38131.3,117452
3544103,Rio Grande da Serra,SP,ABC Tur - Rota da Natureza e da Indústria,D,13.0,2,6.5,0.0,3352.0,3352.0,0.0,14179.63,50846
3554904,Três Fronteiras,SP,Entre Rios,D,5.0,2,2.5,0.0,0.0,0.0,0.0,18055.42,5807
4206801,Ibicaré,SC,Vale dos Imigrantes,D,3.0,1,3.0,0.0,0.0,0.0,0.0,35305.32,3202
4216701,São José do Cedro,SC,Caminhos da Fronteira,D,10.0,1,10.0,64.0,21357.0,21421.0,0.0,30230.09,13829
4219705,Xaxim,SC,Grande Oeste,D,16.0,4,4.0,512.0,10302.0,10814.0,0.0,36174.41,28706
4311270,Lagoa dos Três Cantos,RS,Rota das Terras Encantadas,D,0.0,0,,0.0,0.0,0.0,0.0,56779.8,1609
4316709,Santa Bárbara do Sul,RS,Rota das Terras Encantadas,D,6.0,5,1.2,0.0,1125.0,1125.0,0.0,95354.13,7994
2606804,Igarassu,PE,COSTA NÁUTICA COROA DO AVIÃO,D,26.0,2,13.0,515.0,25667.0,26182.0,0.0,22720.23,117019
2608750,Lagoa Grande,PE,ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO,D,4.0,2,2.0,0.0,0.0,0.0,0.0,15343.01,25601
2900355,Adustina,BA,Caminhos do Sertão,D,0.0,0,,0.0,468.0,468.0,0.0,10180.39,17040
2910206,Dom Macedo Costa,BA,Caminhos do Jiquiriçá,D,12.0,1,12.0,0.0,0.0,0.0,0.0,8908.89,4058
2918605,Jussiape,BA,Chapada Diamantina,D,2.0,1,2.0,0.0,6782.0,6782.0,0.0,9547.31,6186
2929057,São Félix do Coribe,BA,Caminhos do Oeste,D,5.0,2,2.5,0.0,0.0,0.0,0.0,12645.62,15391
3163508,São José do Jacuri,MG,Trilhas do Rio Doce,D,0.0,1,0.0,61.0,0.0,61.0,0.0,12039.01,6453
4316733,Santa Cecília do Sul,RS,Rota das Araucárias,D,0.0,0,,224.0,0.0,224.0,0.0,50837.04,1639
4319307,São Paulo das Missões,RS,Rota Missões,D,0.0,0,,636.0,0.0,636.0,0.0,27904.62,5790
5106000,Nortelândia,MT,Associação de Turismo da Região Circuito das Águas - Aturcira,D,4.0,1,4.0,0.0,9385.0,9385.0,0.0,24227.45,5989
3114402,Carmo do Rio Claro,MG,Nascentes das Gerais e Canastra,D,24.0,5,4.8,80.0,5380.0,5460.0,0.0,24056.36,21225
3120102,Couto de Magalhães de Minas,MG,Diamantes,D,0.0,0,,0.0,0.0,0.0,0.0,11936.91,4410
3123700,Engenheiro Caldas,MG,Trilhas do Rio Doce,D,7.0,2,3.5,0.0,0.0,0.0,0.0,11082.49,11134
3129608,Ibiaí,MG,Lago de Irapé,D,0.0,0,,0.0,0.0,0.0,0.0,8681.51,8395
3133204,Itanhomi,MG,Trilhas do Rio Doce,D,0.0,0,,312.0,0.0,312.0,0.0,10326.85,12228
3136603,Nova União,MG,Serra do Cipó,D,8.0,1,8.0,0.0,6959.0,6959.0,0.0,16707.81,5725
3138500,Liberdade,MG,Águas,D,0.0,0,,0.0,0.0,0.0,0.0,16304.24,5069
3142007,Mirabela,MG,Velho Chico,D,0.0,0,,116.0,0.0,116.0,0.0,9802.13,13589
3145604,Oliveira,MG,Vale Verde e Quedas D'Água,D,26.0,6,4.33,369.0,0.0,369.0,0.0,21637.93,41687
3146701,Palma,MG,Serras e Cachoeiras,D,0.0,0,,163.0,0.0,163.0,0.0,12017.96,6616
3162203,São João Batista do Glória,MG,Nascentes das Gerais e Canastra,D,3.0,3,1.0,52.0,0.0,52.0,0.0,21551.26,7453
4104253,Campo Magro,PR,Rotas do Pinhão,D,27.0,2,13.5,182.0,0.0,182.0,0.0,14833.09,29318
4104501,Capanema,PR,Vales do Iguaçu,D,6.0,1,6.0,774.0,0.0,774.0,0.0,30783.11,19124
4301636,Balneário Pinhal,RS,Litoral Norte Gaúcho,D,13.0,2,6.5,0.0,28494.0,28494.0,0.0,17131.86,14068
5203906,Buriti Alegre,GO,Região Turística Lagos do Paranaíba,D,37.0,2,18.5,111.0,33484.0,33595.0,0.0,32880.08,9459
5221551,Turvelândia,GO,Região Turística Pegadas no Cerrado,D,8.0,1,8.0,0.0,0.0,0.0,0.0,64847.69,5281
4118451,Pato Bragado,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,0.0,0,,1147.0,0.0,1147.0,0.0,30416.65,5610
4119806,Planalto,PR,Vales do Iguaçu,D,9.0,2,4.5,516.0,17011.0,17527.0,0.0,23639.44,13479
4120507,Primeiro de Maio,PR,Norte do Paraná,D,3.0,2,1.5,121.0,10817.0,10938.0,0.0,26565.37,11123
4125357,São Jorge do Patrocínio,PR,Corredores das Águas,D,0.0,0,,61.0,6794.0,6855.0,0.0,22108.61,5641
4126652,Sulina,PR,Vales do Iguaçu,D,18.0,1,18.0,67.0,18117.0,18184.0,0.0,33431.62,2981
4126801,Tapejara,PR,Corredores das Águas,D,6.0,3,2.0,0.0,0.0,0.0,0.0,32376.98,16205
4127007,Teixeira Soares,PR,Terra dos Pinheirais,D,2.0,1,2.0,140.0,0.0,140.0,0.0,30454.31,12367
4305702,Condor,RS,Rota do Yucumã,D,0.0,0,,0.0,0.0,0.0,0.0,55156.8,6753
4308250,Floriano Peixoto,RS,Termas e Lagos,D,0.0,0,,731.0,0.0,731.0,0.0,34795.11,1766
4310363,Imigrante,RS,Vale do Taquari,D,0.0,0,,75.0,0.0,75.0,0.0,84475.19,3120
4310900,Jacutinga,RS,Termas e Lagos,D,0.0,0,,0.0,0.0,0.0,0.0,41071.86,3561
5106208,Nova Brasilândia,MT,Associação de Turismo da Região Circuito das Águas - Aturcira,D,1.0,1,1.0,0.0,0.0,0.0,0.0,20226.14,3829
2402105,Campo Redondo,RN,Polo Agreste/Trairi,E,0.0,0,,0.0,0.0,0.0,0.0,8347.95,11217
3156601,Rubim,MG,Vale do Jequitinhonha,E,0.0,0,,0.0,0.0,0.0,0.0,8979.66,10241
3506607,Biritiba-Mirim,SP,Nascentes do Tietê,D,6.0,1,6.0,0.0,0.0,0.0,0.0,23273.12,32598
3527306,Louveira,SP,Circuito das Frutas,D,64.0,1,64.0,543.0,0.0,543.0,0.0,328612.49,48885
3543253,Ribeirão Grande,SP,Cavernas da Mata Atlântica,D,11.0,2,5.5,818.0,14569.0,15387.0,0.0,25305.68,7673
3544905,Sales Oliveira,SP,Caminhos da Mogiana,D,5.0,2,2.5,0.0,0.0,0.0,0.0,308567.36,11890
3554607,Timburi,SP,Angra Doce Paulista,D,0.0,0,,0.0,0.0,0.0,0.0,18678.26,2658
4127403,Terra Roxa,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,3.0,1,3.0,0.0,0.0,0.0,0.0,35701.23,17481
4300661,André da Rocha,RS,Uva e Vinho,D,0.0,0,,0.0,2236.0,2236.0,0.0,79828.86,1333
1501006,Aveiro,PA,Região Turística do Alto Tapajós,E,0.0,0,,0.0,0.0,0.0,0.0,7543.26,16388
2407302,Marcelino Vieira,RN,Polo Serrano,E,0.0,0,,0.0,0.0,0.0,0.0,8467.06,8347
4315909,Rodeio Bonito,RS,Rota Águas e Pedras,D,5.0,2,2.5,0.0,0.0,0.0,0.0,33263.64,5867
4319109,São Martinho,RS,Rota do Yucumã,D,0.0,0,,91.0,0.0,91.0,0.0,45876.61,5426
4319901,Sapiranga,RS,Vale Germânico,D,23.0,4,5.75,773.0,24956.0,25729.0,0.0,42829.26,81734
4320677,Sinimbu,RS,Vale do Rio Pardo,D,0.0,1,0.0,122.0,0.0,122.0,0.0,20665.35,10172
5003801,Fátima do Sul,MS,Grande Dourados,D,11.0,3,3.67,120.0,12565.0,12685.0,0.0,25685.44,19189
5221304,Três Ranchos,GO,Região Turística Lagos do Paranaíba,D,0.0,1,0.0,0.0,16878.0,16878.0,0.0,19088.63,2833
4107702,Fênix,PR,"Ecoaventuras, Histórias e Sabores",D,8.0,1,8.0,0.0,0.0,0.0,0.0,30384.13,4762
4208807,Jaguaruna,SC,Encantos do Sul SC,D,6.0,2,3.0,1598.0,20944.0,22542.0,0.0,29042.3,20024
4209607,Lauro Muller,SC,Encantos do Sul SC,D,0.0,0,,0.0,13933.0,13933.0,0.0,25361.32,15244
4211702,Orleans,SC,Encantos do Sul SC,D,21.0,2,10.5,264.0,18061.0,18325.0,0.0,39567.11,22912
4321436,Terra de Areia,RS,Litoral Norte Gaúcho,D,0.0,0,,76.0,0.0,76.0,0.0,21649.16,11204
5006275,Paraíso das Águas,MS,Rota Cerrado Pantanal,D,2.0,1,2.0,0.0,0.0,0.0,0.0,133056.6,5555
3160454,Santo Antônio do Retiro,MG,Lago de Irapé,E,0.0,0,,0.0,0.0,0.0,0.0,7667.0,7277
3503000,Aramina,SP,Lagos do Rio Grande,D,5.0,1,5.0,0.0,0.0,0.0,0.0,26353.62,5620
3512407,Cordeirópolis,SP,TRILHOS E TRILHAS DA BAIXAMOGIANA,D,6.0,1,6.0,0.0,0.0,0.0,0.0,127035.44,24528
4201000,Anita Garibaldi,SC,Serra Catarinense,D,3.0,2,1.5,0.0,11214.0,11214.0,0.0,23969.42,7133
4201604,Arroio Trinta,SC,Vale dos Imigrantes,D,2.0,1,2.0,0.0,0.0,0.0,0.0,27448.76,3550
4204400,Coronel Freitas,SC,Grande Oeste,D,1.0,1,1.0,0.0,9881.0,9881.0,0.0,28419.72,9981
4204509,Corupá,SC,Caminho dos Príncipes,D,13.0,1,13.0,224.0,27967.0,28191.0,0.0,29250.67,15909
4208401,Itapiranga,SC,Caminhos da Fronteira,D,9.0,2,4.5,326.0,16013.0,16339.0,0.0,49370.7,16872
4209151,José Boiteux,SC,Caminhos do Alto Vale,D,0.0,0,,0.0,11862.0,11862.0,0.0,21393.7,4997
4210308,Major Vieira,SC,Caminhos do Contestado,D,0.0,0,,0.0,0.0,0.0,0.0,25985.61,8103
4214508,Rio do Campo,SC,Caminhos do Alto Vale,D,3.0,1,3.0,0.0,24369.0,24369.0,0.0,27017.14,5940
4215679,Santa Terezinha,SC,Caminhos do Alto Vale,D,1.0,1,1.0,0.0,14888.0,14888.0,0.0,22070.79,8787
4217402,Schroeder,SC,Caminho dos Príncipes,D,0.0,1,0.0,0.0,8042.0,8042.0,0.0,24567.23,21365
4217808,Taió,SC,Caminhos do Alto Vale,D,11.0,2,5.5,117.0,35613.0,35730.0,0.0,36282.1,18395
4217907,Tangará,SC,Vale dos Imigrantes,D,0.0,0,,182.0,6848.0,7030.0,0.0,50470.93,8676
4305207,Cerro Largo,RS,Rota Missões,D,11.0,2,5.5,389.0,8236.0,8625.0,0.0,54767.65,14133
4307054,Ernestina,RS,Cultura e Tradição,D,0.0,0,,0.0,8236.0,8236.0,0.0,45966.89,3168
4308300,Fontoura Xavier,RS,Alto da Serra do Botucaraí,D,26.0,2,13.0,0.0,3026.0,3026.0,0.0,21591.54,10304
4311106,Jaguari,RS,Vale do Jaguarí,D,0.0,0,,0.0,2236.0,2236.0,0.0,24440.46,10848
4311155,Jóia,RS,Rota do Yucumã,D,0.0,0,,0.0,3026.0,3026.0,0.0,58809.2,8560
4312302,Miraguaí,RS,Rota do Yucumã,D,0.0,0,,0.0,14888.0,14888.0,0.0,27171.62,4925
4313805,Palmitinho,RS,Rota Águas e Pedras,D,7.0,2,3.5,0.0,8236.0,8236.0,0.0,29815.28,7057
4315305,Quaraí,RS,Fronteira,D,28.0,3,9.33,366.0,2236.0,2602.0,0.0,21163.9,22687
4320909,Tapejara,RS,Rota das Araucárias,D,24.0,4,6.0,913.0,10496.0,11409.0,0.0,51459.43,24111
4321329,Taquaruçu do Sul,RS,Rota Águas e Pedras,D,0.0,0,,0.0,14888.0,14888.0,0.0,41669.57,3072
2411700,São Bento do Trairí,RN,Polo Agreste/Trairi,E,0.0,0,,0.0,0.0,0.0,0.0,9572.76,4449
2804300,Muribeca,SE,Polo dos Tabuleiros,E,0.0,0,,0.0,0.0,0.0,0.0,12257.63,7625
2803401,Japoatã,SE,Polo Velho Chico,D,0.0,0,,0.0,15358.0,15358.0,0.0,13228.75,13434
3510906,Cássia dos Coqueiros,SP,Alta Mogiana,D,4.0,1,4.0,0.0,0.0,0.0,0.0,70523.08,2523
3513108,Cravinhos,SP,Caminhos da Mogiana,D,30.0,3,10.0,188.0,6316.0,6504.0,0.0,34842.44,35292
3515152,Engenheiro Coelho,SP,TRILHOS E TRILHAS DA BAIXAMOGIANA,D,5.0,1,5.0,91.0,0.0,91.0,0.0,25567.45,20773
3515400,Fartura,SP,Angra Doce Paulista,D,20.0,2,10.0,174.0,6316.0,6490.0,0.0,23454.33,16036
3518602,Guariba,SP,Caminhos da Mogiana,D,17.0,2,8.5,285.0,17379.0,17664.0,0.0,21915.57,40105
3522802,Itaporanga,SP,Angra Doce Paulista,D,1.0,1,1.0,124.0,0.0,124.0,0.0,19625.32,15149
3523800,Itobi,SP,"Entre Rios, Serras  e Cafés.",D,3.0,2,1.5,0.0,41116.0,41116.0,0.0,17662.02,7841
3541604,Promissão,SP,Coração do Tietê,D,24.0,2,12.0,182.0,4903.0,5085.0,0.0,33103.62,40432
3547601,Santa Rosa de Viterbo,SP,Caminhos da Mogiana,D,5.0,1,5.0,0.0,41116.0,41116.0,0.0,25962.52,26540
3550803,São Sebastião da Grama,SP,"Entre Rios, Serras  e Cafés.",D,4.0,2,2.0,448.0,0.0,448.0,0.0,24086.11,12182
3552601,Tabapuã,SP,Águas Sertanejas,D,1.0,1,1.0,170.0,0.0,170.0,0.0,20075.44,12407
3557204,Chavantes,SP,Angra Doce Paulista,D,0.0,0,,0.0,2681.0,2681.0,0.0,17161.02,12418
4216107,São Domingos,SC,Grande Oeste,D,6.0,1,6.0,0.0,0.0,0.0,0.0,32876.26,9445
5008008,Terenos,MS,Caminho dos Ipês,D,1.0,1,1.0,121.0,9418.0,9539.0,0.0,26079.71,21806
1717503,Pium,TO,Lagos e Praias do Cantão,E,0.0,0,,0.0,0.0,0.0,0.0,25681.11,7654
1720309,São Sebastião do Tocantins,TO,Bico do Papagaio,E,0.0,0,,0.0,0.0,0.0,0.0,10478.91,4805
3535606,Paraibuna,SP,Rios do Vale,D,11.0,3,3.67,0.0,35941.0,35941.0,0.0,16255.07,18222
3536802,Pedra Bela,SP,entre serras e aguas,D,0.0,1,0.0,0.0,0.0,0.0,0.0,15192.31,6093
3538501,Piquete,SP,Fé,D,2.0,1,2.0,0.0,0.0,0.0,0.0,12125.52,13657
3540200,Pontal,SP,Caminhos da Mogiana,D,0.0,0,,373.0,0.0,373.0,0.0,18213.93,49961
3540507,Porangaba,SP,Raízes do Interior Paulista,D,0.0,0,,0.0,19140.0,19140.0,0.0,19055.11,9925
3545605,Santa Adélia,SP,Caminhos do São Domingos,D,5.0,2,2.5,0.0,13569.0,13569.0,0.0,21196.49,15480
3546009,Santa Branca,SP,Rios do Vale,D,3.0,1,3.0,126.0,0.0,126.0,0.0,17748.67,14788
3547007,Santa Maria da Serra,SP,Serra do Itaqueri,D,0.0,0,,120.0,0.0,120.0,0.0,20632.38,6173
3554805,Tremembé,SP,MANTIQUEIRA PAULISTA,D,5.0,2,2.5,170.0,0.0,170.0,0.0,15575.15,47185
4107652,Fazenda Rio Grande,PR,Rotas do Pinhão,D,29.0,4,7.25,0.0,0.0,0.0,0.0,25024.45,100209
5103452,Denise,MT,Associação de Turismo da Região Circuito das Águas - Aturcira,D,1.0,1,1.0,75.0,3499.0,3574.0,0.0,58998.19,9462
5203302,Bela Vista de Goiás,GO,Região Turística dos Negócios e Tradições,D,6.0,2,3.0,116.0,3064.0,3180.0,0.0,35534.24,29975
3106606,Bertópolis,MG,Vale do Jequitinhonha,D,0.0,0,,60.0,0.0,60.0,0.0,8364.86,4604
3114303,Carmo do Paranaíba,MG,Caminhos do Cerrado,D,9.0,2,4.5,341.0,18428.0,18769.0,0.0,24383.93,30329
3140704,Mateus Leme,MG,Veredas do Paraopeba,D,38.0,4,9.5,0.0,0.0,0.0,0.0,22211.81,31086
3146909,Papagaios,MG,Verde - Trilha dos Bandeirantes,D,4.0,3,1.33,188.0,0.0,188.0,0.0,17031.04,15674
5002407,Caarapó,MS,Grande Dourados,D,25.0,4,6.25,0.0,9928.0,9928.0,0.0,41253.43,30174
5106828,Porto Esperidião,MT,Região Turística  Pantanal Mato-Grossense,D,11.0,2,5.5,207.0,0.0,207.0,0.0,18562.03,12017
5203401,Bom Jardim de Goiás,GO,Região Turística Pegadas no Cerrado,D,0.0,0,,0.0,9134.0,9134.0,0.0,21010.21,8841
2309607,Pacajus,CE,LITORAL LESTE,D,0.0,0,,247.0,46127.0,46374.0,0.0,15884.12,72203
2501401,Baía da Traição,PB,Trilhas dos Potiguaras ,D,11.0,5,2.2,465.0,12987.0,13452.0,0.0,9890.37,8993
2508604,Lucena,PB,Rota Sanhauá,D,2.0,2,1.0,185.0,10560.0,10745.0,0.0,13926.06,13080
2513703,Santa Rita,PB,Rota Sanhauá,D,19.0,2,9.5,0.0,2292.0,2292.0,0.0,18821.11,136586
2601607,Belém do São Francisco,PE,ILHAS E LAGOS DO SÃO FRANCISCO,D,7.0,1,7.0,0.0,7240.0,7240.0,0.0,13932.2,20729
3112505,Capim Branco,MG,Grutas,D,18.0,1,18.0,0.0,0.0,0.0,0.0,10371.32,9754
3144201,Nacip Raydan,MG,Trilhas do Rio Doce,D,0.0,0,,0.0,0.0,0.0,0.0,9207.5,3220
3202504,Ibiraçu,ES,Imigrantes,D,0.0,0,,338.0,6543.0,6881.0,0.0,22545.78,12479
4101606,Arapoti,PR,Campos Gerais,D,25.0,4,6.25,291.0,30721.0,31012.0,0.0,43752.73,28115
4203105,Caibi,SC,VALE DAS ÁGUAS,D,0.0,0,,516.0,0.0,516.0,0.0,40779.62,6148
4300505,Alpestre,RS,Rota Águas e Pedras,D,0.0,0,,140.0,11214.0,11354.0,0.0,85727.21,6258
5101407,Aripuanã,MT,Região Turística Vale do Juruena,D,14.0,5,2.8,318.0,24248.0,24566.0,0.0,42001.25,22354
5208509,Goiandira,GO,Região Turística da Estrada de Ferro,D,0.0,0,,0.0,5373.0,5373.0,0.0,24988.19,5600
5214051,Mundo Novo,GO,Região Turística Vale do Araguaia,D,6.0,2,3.0,0.0,0.0,0.0,0.0,21377.22,4887
5217203,Piranhas,GO,Região Turística Pegadas no Cerrado,D,11.0,2,5.5,120.0,6312.0,6432.0,0.0,39230.32,10385
5219407,Santa Rita do Araguaia,GO,Região Turística Pegadas no Cerrado,D,7.0,1,7.0,0.0,0.0,0.0,0.0,17785.6,8756
1718758,Rio Sono,TO,Encantos do Jalapao,E,0.0,0,,0.0,0.0,0.0,0.0,12187.07,6478
1300805,Borba,AM,Polo Madeira,D,0.0,0,,0.0,2302.0,2302.0,0.0,7947.15,41161
1302553,Manaquiri,AM,Polo Amazônico,D,0.0,0,,0.0,7691.0,7691.0,0.0,8174.55,32105
1303205,Novo Airão,AM,Polo Amazônico,D,41.0,3,13.67,631.0,24486.0,25117.0,0.0,8664.53,19454
2701001,Boca da Mata,AL,Agreste,D,2.0,1,2.0,0.0,0.0,0.0,0.0,12993.09,27281
2701407,Campo Alegre,AL,Agreste,D,0.0,0,,0.0,1005.0,1005.0,0.0,8940.84,57063
2703007,Ibateguara,AL,Quilombos,D,0.0,0,,0.0,6160.0,6160.0,0.0,9058.44,15616
2703759,Jequiá da Praia,AL,Lagoas e Mares do Sul,D,0.0,0,,0.0,6553.0,6553.0,0.0,21929.42,11580
2704005,Junqueiro,AL,Agreste,D,8.0,2,4.0,0.0,15574.0,15574.0,0.0,13374.67,24727
2706406,Pão de Açúcar,AL,Caminhos do São Francisco,D,1.0,1,1.0,0.0,794.0,794.0,0.0,8865.82,24399
2706802,Piaçabuçu,AL,Caminhos do São Francisco,D,1.0,1,1.0,0.0,37076.0,37076.0,0.0,17458.15,17827
2706901,Pilar,AL,Lagoas e Mares do Sul,D,0.0,0,,0.0,0.0,0.0,0.0,15458.25,35111
2708204,São Brás,AL,Caminhos do São Francisco,D,0.0,0,,0.0,29010.0,29010.0,0.0,13112.57,6961
